"","Marca temporal","Fecha","Titular","Enlace","Horario","Duración","Analista","Tipo_noticiero","Noticiero","Nivel_gobierno","Organización","Tendencia","id"
"1",2022-06-03 08:07:29,2022-06-03,"Con el aumento de temperatura, aumenta la incidencia delictiva; primera PÓLVORA con Miguel Ángel Zacarías.","https://drive.google.com/file/d/1pheJ2Ofwv-1q-mATvnQgLvsi3hWG68d3/view?usp=sharing","Matutino",00:15:07,"Monserrat","Radio","LG La Grande","gobierno estatal","ssp","inseguridad",2022-06-03 08:07:29
"2",2022-06-03 08:07:29,2022-06-03,"Con el aumento de temperatura, aumenta la incidencia delictiva; primera PÓLVORA con Miguel Ángel Zacarías.","https://drive.google.com/file/d/1pheJ2Ofwv-1q-mATvnQgLvsi3hWG68d3/view?usp=sharing","Matutino",00:15:07,"Monserrat","Radio","LG La Grande","gobierno estatal"," fge","inseguridad",2022-06-03 08:07:29
"3",2022-06-03 08:08:31,2022-06-03,"El incremento en las denuncias por extorsión se debe a que hay mayor confianza en autoridades, y no a un aumento del delito; Sophia Huett.","https://drive.google.com/file/d/18_e40g00pULP0rzykyjNQomJ7YaKB0OL/view?usp=sharing","Matutino",00:02:49,"Monserrat","Radio","LG La Grande","gobierno estatal","ssp","inseguridad",2022-06-03 08:08:31
"4",2022-06-03 08:08:31,2022-06-03,"El incremento en las denuncias por extorsión se debe a que hay mayor confianza en autoridades, y no a un aumento del delito; Sophia Huett.","https://drive.google.com/file/d/18_e40g00pULP0rzykyjNQomJ7YaKB0OL/view?usp=sharing","Matutino",00:02:49,"Monserrat","Radio","LG La Grande","gobierno estatal"," secretariado ejecutivo de seguridad publica","inseguridad",2022-06-03 08:08:31
"5",2022-06-03 08:09:46,2022-06-03,"Después de varios días sin casos, se presentan 3 casos graves por COVID-19.","https://drive.google.com/file/d/1k3jzp1yvYCLnDv3OxHPHyXB2SGBbjHV9/view?usp=sharing","Matutino",00:03:39,"Monserrat","Radio","LG La Grande","gobierno estatal","ssg","cifras covid-19",2022-06-03 08:09:46
"6",2022-06-03 08:10:46,2022-06-03,"Al aceptar que mayo ha sido el mes más violento en la ciudad, Ale Gutiérrez dijo que no dará marcha atrás en la estrategia de seguridad.","https://drive.google.com/file/d/12SKEleyLpZOX7A9JB-ro46K56Wtp-HEi/view?usp=sharing","Matutino",00:02:44,"Monserrat","Radio","LG La Grande","gobierno estatal","ssp","crisis de seguridad en leon",2022-06-03 08:10:46
"7",2022-06-03 08:10:46,2022-06-03,"Al aceptar que mayo ha sido el mes más violento en la ciudad, Ale Gutiérrez dijo que no dará marcha atrás en la estrategia de seguridad.","https://drive.google.com/file/d/12SKEleyLpZOX7A9JB-ro46K56Wtp-HEi/view?usp=sharing","Matutino",00:02:44,"Monserrat","Radio","LG La Grande","gobierno estatal"," leon","crisis de seguridad en leon",2022-06-03 08:10:46
"8",2022-06-03 08:10:46,2022-06-03,"Al aceptar que mayo ha sido el mes más violento en la ciudad, Ale Gutiérrez dijo que no dará marcha atrás en la estrategia de seguridad.","https://drive.google.com/file/d/12SKEleyLpZOX7A9JB-ro46K56Wtp-HEi/view?usp=sharing","Matutino",00:02:44,"Monserrat","Radio","LG La Grande"," municipios","ssp","crisis de seguridad en leon",2022-06-03 08:10:46
"9",2022-06-03 08:10:46,2022-06-03,"Al aceptar que mayo ha sido el mes más violento en la ciudad, Ale Gutiérrez dijo que no dará marcha atrás en la estrategia de seguridad.","https://drive.google.com/file/d/12SKEleyLpZOX7A9JB-ro46K56Wtp-HEi/view?usp=sharing","Matutino",00:02:44,"Monserrat","Radio","LG La Grande"," municipios"," leon","crisis de seguridad en leon",2022-06-03 08:10:46
"10",2022-06-03 08:11:51,2022-06-03,"Alcaldesa de León invita a las mujeres a poner un alto a cualquier tipo de violencia que vivan.","https://drive.google.com/file/d/1Bn9Oqcqvkd1A8bUmKj6eVKOmMcOi1FSa/view?usp=sharing","Matutino",00:01:07,"Monserrat","Radio","LG La Grande","gobierno estatal","ssp","violencia de genero",2022-06-03 08:11:51
"11",2022-06-03 08:11:51,2022-06-03,"Alcaldesa de León invita a las mujeres a poner un alto a cualquier tipo de violencia que vivan.","https://drive.google.com/file/d/1Bn9Oqcqvkd1A8bUmKj6eVKOmMcOi1FSa/view?usp=sharing","Matutino",00:01:07,"Monserrat","Radio","LG La Grande","gobierno estatal"," imug","violencia de genero",2022-06-03 08:11:51
"12",2022-06-03 08:11:51,2022-06-03,"Alcaldesa de León invita a las mujeres a poner un alto a cualquier tipo de violencia que vivan.","https://drive.google.com/file/d/1Bn9Oqcqvkd1A8bUmKj6eVKOmMcOi1FSa/view?usp=sharing","Matutino",00:01:07,"Monserrat","Radio","LG La Grande","gobierno estatal"," leon","violencia de genero",2022-06-03 08:11:51
"13",2022-06-03 08:11:51,2022-06-03,"Alcaldesa de León invita a las mujeres a poner un alto a cualquier tipo de violencia que vivan.","https://drive.google.com/file/d/1Bn9Oqcqvkd1A8bUmKj6eVKOmMcOi1FSa/view?usp=sharing","Matutino",00:01:07,"Monserrat","Radio","LG La Grande"," municipios","ssp","violencia de genero",2022-06-03 08:11:51
"14",2022-06-03 08:11:51,2022-06-03,"Alcaldesa de León invita a las mujeres a poner un alto a cualquier tipo de violencia que vivan.","https://drive.google.com/file/d/1Bn9Oqcqvkd1A8bUmKj6eVKOmMcOi1FSa/view?usp=sharing","Matutino",00:01:07,"Monserrat","Radio","LG La Grande"," municipios"," imug","violencia de genero",2022-06-03 08:11:51
"15",2022-06-03 08:11:51,2022-06-03,"Alcaldesa de León invita a las mujeres a poner un alto a cualquier tipo de violencia que vivan.","https://drive.google.com/file/d/1Bn9Oqcqvkd1A8bUmKj6eVKOmMcOi1FSa/view?usp=sharing","Matutino",00:01:07,"Monserrat","Radio","LG La Grande"," municipios"," leon","violencia de genero",2022-06-03 08:11:51
"16",2022-06-03 08:12:55,2022-06-03,"Mayo fue un mes complicado en temas de homicidio dolosos, teniendo raíz en el crimen organizado; Sophia Huett.","https://drive.google.com/file/d/1PFdFxhGKnCEiL8PN-riFvs2zwuhAGOAJ/view?usp=sharing","Matutino",00:01:50,"Monserrat","Radio","LG La Grande","gobierno estatal","ssp","inseguridad",2022-06-03 08:12:55
"17",2022-06-03 08:12:55,2022-06-03,"Mayo fue un mes complicado en temas de homicidio dolosos, teniendo raíz en el crimen organizado; Sophia Huett.","https://drive.google.com/file/d/1PFdFxhGKnCEiL8PN-riFvs2zwuhAGOAJ/view?usp=sharing","Matutino",00:01:50,"Monserrat","Radio","LG La Grande","gobierno estatal"," fge","inseguridad",2022-06-03 08:12:55
"18",2022-06-03 08:12:55,2022-06-03,"Mayo fue un mes complicado en temas de homicidio dolosos, teniendo raíz en el crimen organizado; Sophia Huett.","https://drive.google.com/file/d/1PFdFxhGKnCEiL8PN-riFvs2zwuhAGOAJ/view?usp=sharing","Matutino",00:01:50,"Monserrat","Radio","LG La Grande","gobierno estatal"," secretariado ejecutivo de seguridad publica","inseguridad",2022-06-03 08:12:55
"19",2022-06-03 08:42:28,2022-06-03,"El gobernador entregó herramientas agropecuarias en el municipio de Pénjamo.","https://drive.google.com/file/d/1s6a_xmfRf-B7B3MS-rWtJxiwTwZqQlkB/view?usp=sharing","Matutino",00:02:07,"Monserrat","Radio","Nn Radiorama","gobierno estatal","dsrv",NA,2022-06-03 08:42:28
"20",2022-06-03 08:42:28,2022-06-03,"El gobernador entregó herramientas agropecuarias en el municipio de Pénjamo.","https://drive.google.com/file/d/1s6a_xmfRf-B7B3MS-rWtJxiwTwZqQlkB/view?usp=sharing","Matutino",00:02:07,"Monserrat","Radio","Nn Radiorama","gobierno estatal"," sadyr",NA,2022-06-03 08:42:28
"21",2022-06-03 08:42:28,2022-06-03,"El gobernador entregó herramientas agropecuarias en el municipio de Pénjamo.","https://drive.google.com/file/d/1s6a_xmfRf-B7B3MS-rWtJxiwTwZqQlkB/view?usp=sharing","Matutino",00:02:07,"Monserrat","Radio","Nn Radiorama","gobierno estatal"," penjamo",NA,2022-06-03 08:42:28
"22",2022-06-03 08:42:28,2022-06-03,"El gobernador entregó herramientas agropecuarias en el municipio de Pénjamo.","https://drive.google.com/file/d/1s6a_xmfRf-B7B3MS-rWtJxiwTwZqQlkB/view?usp=sharing","Matutino",00:02:07,"Monserrat","Radio","Nn Radiorama"," municipios","dsrv",NA,2022-06-03 08:42:28
"23",2022-06-03 08:42:28,2022-06-03,"El gobernador entregó herramientas agropecuarias en el municipio de Pénjamo.","https://drive.google.com/file/d/1s6a_xmfRf-B7B3MS-rWtJxiwTwZqQlkB/view?usp=sharing","Matutino",00:02:07,"Monserrat","Radio","Nn Radiorama"," municipios"," sadyr",NA,2022-06-03 08:42:28
"24",2022-06-03 08:42:28,2022-06-03,"El gobernador entregó herramientas agropecuarias en el municipio de Pénjamo.","https://drive.google.com/file/d/1s6a_xmfRf-B7B3MS-rWtJxiwTwZqQlkB/view?usp=sharing","Matutino",00:02:07,"Monserrat","Radio","Nn Radiorama"," municipios"," penjamo",NA,2022-06-03 08:42:28
"25",2022-06-03 08:43:31,2022-06-03,"La secretaria de gobierno del Estado, desconoce por qué no se le ha notificado sobre el equipo de trabajo de alerta de género.","https://drive.google.com/file/d/1TOK66tASeomBlxk4vX6Ed6rxfaWrGyf_/view?usp=sharing","Matutino",00:02:16,"Monserrat","Radio","Nn Radiorama","gobierno estatal","secretaria de gobierno","derechos lgbt+",2022-06-03 08:43:31
"26",2022-06-03 08:44:18,2022-06-03,"Buscan certificar 30 anexos en Irapuato.","https://drive.google.com/file/d/1Towlyofgxi427WRAHX--UU9p0nEQzsnD/view?usp=sharing","Matutino",00:02:20,"Monserrat","Radio","Nn Radiorama","gobierno estatal","ssp",NA,2022-06-03 08:44:18
"27",2022-06-03 08:44:18,2022-06-03,"Buscan certificar 30 anexos en Irapuato.","https://drive.google.com/file/d/1Towlyofgxi427WRAHX--UU9p0nEQzsnD/view?usp=sharing","Matutino",00:02:20,"Monserrat","Radio","Nn Radiorama","gobierno estatal"," ssg",NA,2022-06-03 08:44:18
"28",2022-06-03 08:44:18,2022-06-03,"Buscan certificar 30 anexos en Irapuato.","https://drive.google.com/file/d/1Towlyofgxi427WRAHX--UU9p0nEQzsnD/view?usp=sharing","Matutino",00:02:20,"Monserrat","Radio","Nn Radiorama","gobierno estatal"," irapuato",NA,2022-06-03 08:44:18
"29",2022-06-03 08:44:18,2022-06-03,"Buscan certificar 30 anexos en Irapuato.","https://drive.google.com/file/d/1Towlyofgxi427WRAHX--UU9p0nEQzsnD/view?usp=sharing","Matutino",00:02:20,"Monserrat","Radio","Nn Radiorama"," municipios","ssp",NA,2022-06-03 08:44:18
"30",2022-06-03 08:44:18,2022-06-03,"Buscan certificar 30 anexos en Irapuato.","https://drive.google.com/file/d/1Towlyofgxi427WRAHX--UU9p0nEQzsnD/view?usp=sharing","Matutino",00:02:20,"Monserrat","Radio","Nn Radiorama"," municipios"," ssg",NA,2022-06-03 08:44:18
"31",2022-06-03 08:44:18,2022-06-03,"Buscan certificar 30 anexos en Irapuato.","https://drive.google.com/file/d/1Towlyofgxi427WRAHX--UU9p0nEQzsnD/view?usp=sharing","Matutino",00:02:20,"Monserrat","Radio","Nn Radiorama"," municipios"," irapuato",NA,2022-06-03 08:44:18
"32",2022-06-03 08:45:09,2022-06-03,"La inseguridad no asusta a turistas en Celaya.","https://drive.google.com/file/d/1HdC1Mi0xcCcZrPBl7L1Iy2G6jwndG4cB/view?usp=sharing","Matutino",00:02:52,"Monserrat","Radio","Nn Radiorama","gobierno estatal","ssp","inseguridad",2022-06-03 08:45:09
"33",2022-06-03 08:45:09,2022-06-03,"La inseguridad no asusta a turistas en Celaya.","https://drive.google.com/file/d/1HdC1Mi0xcCcZrPBl7L1Iy2G6jwndG4cB/view?usp=sharing","Matutino",00:02:52,"Monserrat","Radio","Nn Radiorama","gobierno estatal"," sectur","inseguridad",2022-06-03 08:45:09
"34",2022-06-03 08:45:09,2022-06-03,"La inseguridad no asusta a turistas en Celaya.","https://drive.google.com/file/d/1HdC1Mi0xcCcZrPBl7L1Iy2G6jwndG4cB/view?usp=sharing","Matutino",00:02:52,"Monserrat","Radio","Nn Radiorama","gobierno estatal"," celaya","inseguridad",2022-06-03 08:45:09
"35",2022-06-03 08:45:09,2022-06-03,"La inseguridad no asusta a turistas en Celaya.","https://drive.google.com/file/d/1HdC1Mi0xcCcZrPBl7L1Iy2G6jwndG4cB/view?usp=sharing","Matutino",00:02:52,"Monserrat","Radio","Nn Radiorama"," municipios","ssp","inseguridad",2022-06-03 08:45:09
"36",2022-06-03 08:45:09,2022-06-03,"La inseguridad no asusta a turistas en Celaya.","https://drive.google.com/file/d/1HdC1Mi0xcCcZrPBl7L1Iy2G6jwndG4cB/view?usp=sharing","Matutino",00:02:52,"Monserrat","Radio","Nn Radiorama"," municipios"," sectur","inseguridad",2022-06-03 08:45:09
"37",2022-06-03 08:45:09,2022-06-03,"La inseguridad no asusta a turistas en Celaya.","https://drive.google.com/file/d/1HdC1Mi0xcCcZrPBl7L1Iy2G6jwndG4cB/view?usp=sharing","Matutino",00:02:52,"Monserrat","Radio","Nn Radiorama"," municipios"," celaya","inseguridad",2022-06-03 08:45:09
"38",2022-06-03 08:45:56,2022-06-03,"La Universidad de Guanajuato firma convenio de seguridad con autoridades estatales y locales de 13 municipios.","https://drive.google.com/file/d/120edCS2SdOeJf5Mm5ZXegx1yezJQgpvI/view?usp=sharing","Matutino",00:04:18,"Monserrat","Radio","Nn Radiorama","gobierno estatal","ssp",NA,2022-06-03 08:45:56
"39",2022-06-03 08:45:56,2022-06-03,"La Universidad de Guanajuato firma convenio de seguridad con autoridades estatales y locales de 13 municipios.","https://drive.google.com/file/d/120edCS2SdOeJf5Mm5ZXegx1yezJQgpvI/view?usp=sharing","Matutino",00:04:18,"Monserrat","Radio","Nn Radiorama","gobierno estatal"," ug",NA,2022-06-03 08:45:56
"40",2022-06-03 08:45:56,2022-06-03,"La Universidad de Guanajuato firma convenio de seguridad con autoridades estatales y locales de 13 municipios.","https://drive.google.com/file/d/120edCS2SdOeJf5Mm5ZXegx1yezJQgpvI/view?usp=sharing","Matutino",00:04:18,"Monserrat","Radio","Nn Radiorama"," organismos autonomos","ssp",NA,2022-06-03 08:45:56
"41",2022-06-03 08:45:56,2022-06-03,"La Universidad de Guanajuato firma convenio de seguridad con autoridades estatales y locales de 13 municipios.","https://drive.google.com/file/d/120edCS2SdOeJf5Mm5ZXegx1yezJQgpvI/view?usp=sharing","Matutino",00:04:18,"Monserrat","Radio","Nn Radiorama"," organismos autonomos"," ug",NA,2022-06-03 08:45:56
"42",2022-06-03 08:45:56,2022-06-03,"La Universidad de Guanajuato firma convenio de seguridad con autoridades estatales y locales de 13 municipios.","https://drive.google.com/file/d/120edCS2SdOeJf5Mm5ZXegx1yezJQgpvI/view?usp=sharing","Matutino",00:04:18,"Monserrat","Radio","Nn Radiorama"," municipios","ssp",NA,2022-06-03 08:45:56
"43",2022-06-03 08:45:56,2022-06-03,"La Universidad de Guanajuato firma convenio de seguridad con autoridades estatales y locales de 13 municipios.","https://drive.google.com/file/d/120edCS2SdOeJf5Mm5ZXegx1yezJQgpvI/view?usp=sharing","Matutino",00:04:18,"Monserrat","Radio","Nn Radiorama"," municipios"," ug",NA,2022-06-03 08:45:56
"44",2022-06-03 08:46:43,2022-06-03,"Bancada de MORENA en el ayuntamiento leonés, denuncian ante la contraloría, la compra de patrullas para la SSPL.","https://drive.google.com/file/d/1ZSiIvlWbof42SFpusFF69KGpVo-c68tg/view?usp=sharinghttps://drive.google.com/file/d/1ZSiIvlWbof42SFpusFF69KGpVo-c68tg/view?usp=sharing","Matutino",00:02:32,"Monserrat","Radio","Nn Radiorama","gobierno estatal","ssp",NA,2022-06-03 08:46:43
"45",2022-06-03 08:46:43,2022-06-03,"Bancada de MORENA en el ayuntamiento leonés, denuncian ante la contraloría, la compra de patrullas para la SSPL.","https://drive.google.com/file/d/1ZSiIvlWbof42SFpusFF69KGpVo-c68tg/view?usp=sharinghttps://drive.google.com/file/d/1ZSiIvlWbof42SFpusFF69KGpVo-c68tg/view?usp=sharing","Matutino",00:02:32,"Monserrat","Radio","Nn Radiorama","gobierno estatal"," leon",NA,2022-06-03 08:46:43
"46",2022-06-03 08:46:43,2022-06-03,"Bancada de MORENA en el ayuntamiento leonés, denuncian ante la contraloría, la compra de patrullas para la SSPL.","https://drive.google.com/file/d/1ZSiIvlWbof42SFpusFF69KGpVo-c68tg/view?usp=sharinghttps://drive.google.com/file/d/1ZSiIvlWbof42SFpusFF69KGpVo-c68tg/view?usp=sharing","Matutino",00:02:32,"Monserrat","Radio","Nn Radiorama"," municipios","ssp",NA,2022-06-03 08:46:43
"47",2022-06-03 08:46:43,2022-06-03,"Bancada de MORENA en el ayuntamiento leonés, denuncian ante la contraloría, la compra de patrullas para la SSPL.","https://drive.google.com/file/d/1ZSiIvlWbof42SFpusFF69KGpVo-c68tg/view?usp=sharinghttps://drive.google.com/file/d/1ZSiIvlWbof42SFpusFF69KGpVo-c68tg/view?usp=sharing","Matutino",00:02:32,"Monserrat","Radio","Nn Radiorama"," municipios"," leon",NA,2022-06-03 08:46:43
"48",2022-06-03 08:57:11,2022-06-03,"En entrevista, el diputado local de MORENA, David Martínez habla del panorama de los Derechos Humanos en el Estado.","https://drive.google.com/file/d/154zY3EMiu5YKRA02fmre29uWj0EJ92j0/view?usp=sharing","Matutino",00:27:06,"Monserrat","Radio","LG La Grande","poder legislativo","gpmorena",NA,2022-06-03 08:57:11
"49",2022-06-03 08:57:11,2022-06-03,"En entrevista, el diputado local de MORENA, David Martínez habla del panorama de los Derechos Humanos en el Estado.","https://drive.google.com/file/d/154zY3EMiu5YKRA02fmre29uWj0EJ92j0/view?usp=sharing","Matutino",00:27:06,"Monserrat","Radio","LG La Grande","poder legislativo"," prodheg",NA,2022-06-03 08:57:11
"50",2022-06-03 08:57:11,2022-06-03,"En entrevista, el diputado local de MORENA, David Martínez habla del panorama de los Derechos Humanos en el Estado.","https://drive.google.com/file/d/154zY3EMiu5YKRA02fmre29uWj0EJ92j0/view?usp=sharing","Matutino",00:27:06,"Monserrat","Radio","LG La Grande"," organismos autonomos","gpmorena",NA,2022-06-03 08:57:11
"51",2022-06-03 08:57:11,2022-06-03,"En entrevista, el diputado local de MORENA, David Martínez habla del panorama de los Derechos Humanos en el Estado.","https://drive.google.com/file/d/154zY3EMiu5YKRA02fmre29uWj0EJ92j0/view?usp=sharing","Matutino",00:27:06,"Monserrat","Radio","LG La Grande"," organismos autonomos"," prodheg",NA,2022-06-03 08:57:11
"52",2022-06-03 09:01:53,2022-06-03,"En un par de semanas, se definirá si el municipio de León pedirá crédito al Congreso del Estado.","https://drive.google.com/file/d/1T2r4Q8hQ2-hDWW5Bvuyr76cNvc4YkPIY/view?usp=sharing","Matutino",00:02:54,"Monserrat","Radio","LG La Grande","poder legislativo","leon",NA,2022-06-03 09:01:53
"53",2022-06-03 09:01:53,2022-06-03,"En un par de semanas, se definirá si el municipio de León pedirá crédito al Congreso del Estado.","https://drive.google.com/file/d/1T2r4Q8hQ2-hDWW5Bvuyr76cNvc4YkPIY/view?usp=sharing","Matutino",00:02:54,"Monserrat","Radio","LG La Grande","poder legislativo"," contraloria interna",NA,2022-06-03 09:01:53
"54",2022-06-03 09:01:53,2022-06-03,"En un par de semanas, se definirá si el municipio de León pedirá crédito al Congreso del Estado.","https://drive.google.com/file/d/1T2r4Q8hQ2-hDWW5Bvuyr76cNvc4YkPIY/view?usp=sharing","Matutino",00:02:54,"Monserrat","Radio","LG La Grande"," municipios","leon",NA,2022-06-03 09:01:53
"55",2022-06-03 09:01:53,2022-06-03,"En un par de semanas, se definirá si el municipio de León pedirá crédito al Congreso del Estado.","https://drive.google.com/file/d/1T2r4Q8hQ2-hDWW5Bvuyr76cNvc4YkPIY/view?usp=sharing","Matutino",00:02:54,"Monserrat","Radio","LG La Grande"," municipios"," contraloria interna",NA,2022-06-03 09:01:53
"56",2022-06-03 09:03:30,2022-06-03,"El gobernador admitió que el problema de los agricultores de deforestan, es muy grave.","https://drive.google.com/file/d/1mOwv5tNyWH4hjB-za_Z1XgrYgpLZgSwe/view?usp=sharing","Matutino",00:01:23,"Monserrat","Radio","LG La Grande","gobierno estatal","dsrv",NA,2022-06-03 09:03:30
"57",2022-06-03 09:03:30,2022-06-03,"El gobernador admitió que el problema de los agricultores de deforestan, es muy grave.","https://drive.google.com/file/d/1mOwv5tNyWH4hjB-za_Z1XgrYgpLZgSwe/view?usp=sharing","Matutino",00:01:23,"Monserrat","Radio","LG La Grande","gobierno estatal"," smaot",NA,2022-06-03 09:03:30
"58",2022-06-03 09:03:30,2022-06-03,"El gobernador admitió que el problema de los agricultores de deforestan, es muy grave.","https://drive.google.com/file/d/1mOwv5tNyWH4hjB-za_Z1XgrYgpLZgSwe/view?usp=sharing","Matutino",00:01:23,"Monserrat","Radio","LG La Grande","gobierno estatal"," sdayr",NA,2022-06-03 09:03:30
"59",2022-06-03 09:04:15,2022-06-03,"Son ya 30 los equinos y burro que autoridades de León tienen identificados que son utilizados cono vehículos de atracción.","https://drive.google.com/file/d/1JAUVQUc4_c8Z3IdiYofdUeEcaj_OCl_D/view?usp=sharing","Matutino",00:04:17,"Monserrat","Radio","LG La Grande","municipios","leon",NA,2022-06-03 09:04:15
"60",2022-06-03 09:10:53,2022-06-03,"El PAN lleva la delantera en iniciativas del Congreso Local; segunda PÓLVORA con Miguel Ángel Zacarías.","https://drive.google.com/file/d/1HENGSmI40MxleMYvRDtpEqJu_x060e9c/view?usp=sharing","Matutino",00:17:25,"Monserrat","Radio","LG La Grande","poder legislativo","gppan",NA,2022-06-03 09:10:53
"61",2022-06-03 09:10:53,2022-06-03,"El PAN lleva la delantera en iniciativas del Congreso Local; segunda PÓLVORA con Miguel Ángel Zacarías.","https://drive.google.com/file/d/1HENGSmI40MxleMYvRDtpEqJu_x060e9c/view?usp=sharing","Matutino",00:17:25,"Monserrat","Radio","LG La Grande","poder legislativo"," gpmorena",NA,2022-06-03 09:10:53
"62",2022-06-03 09:24:44,2022-06-03,"COPARMEX implementará prácticas para combatir corrupción dentro de empresas.","https://drive.google.com/file/d/1RNNJnTYo6xIpx_UBY8UF7_XLWla1OamR/view?usp=sharing","Matutino",00:03:58,"Monserrat","Radio","Nn Radiorama","gobierno estatal","ssp",NA,2022-06-03 09:24:44
"63",2022-06-03 09:24:44,2022-06-03,"COPARMEX implementará prácticas para combatir corrupción dentro de empresas.","https://drive.google.com/file/d/1RNNJnTYo6xIpx_UBY8UF7_XLWla1OamR/view?usp=sharing","Matutino",00:03:58,"Monserrat","Radio","Nn Radiorama","gobierno estatal"," sdes",NA,2022-06-03 09:24:44
"64",2022-06-03 09:24:44,2022-06-03,"COPARMEX implementará prácticas para combatir corrupción dentro de empresas.","https://drive.google.com/file/d/1RNNJnTYo6xIpx_UBY8UF7_XLWla1OamR/view?usp=sharing","Matutino",00:03:58,"Monserrat","Radio","Nn Radiorama","gobierno estatal"," coparmex",NA,2022-06-03 09:24:44
"65",2022-06-03 09:24:44,2022-06-03,"COPARMEX implementará prácticas para combatir corrupción dentro de empresas.","https://drive.google.com/file/d/1RNNJnTYo6xIpx_UBY8UF7_XLWla1OamR/view?usp=sharing","Matutino",00:03:58,"Monserrat","Radio","Nn Radiorama"," industria privada","ssp",NA,2022-06-03 09:24:44
"66",2022-06-03 09:24:44,2022-06-03,"COPARMEX implementará prácticas para combatir corrupción dentro de empresas.","https://drive.google.com/file/d/1RNNJnTYo6xIpx_UBY8UF7_XLWla1OamR/view?usp=sharing","Matutino",00:03:58,"Monserrat","Radio","Nn Radiorama"," industria privada"," sdes",NA,2022-06-03 09:24:44
"67",2022-06-03 09:24:44,2022-06-03,"COPARMEX implementará prácticas para combatir corrupción dentro de empresas.","https://drive.google.com/file/d/1RNNJnTYo6xIpx_UBY8UF7_XLWla1OamR/view?usp=sharing","Matutino",00:03:58,"Monserrat","Radio","Nn Radiorama"," industria privada"," coparmex",NA,2022-06-03 09:24:44
"68",2022-06-03 09:25:51,2022-06-03,"El incremento de carpetas de investigación por extorsión, se debe a que la ciudadanía ha perdido miedo; Sophia Huett.","https://drive.google.com/file/d/1fiGkNtNUaUCJ850NcEzh9EhNrtNHTADh/view?usp=sharing","Matutino",00:03:03,"Monserrat","Radio","Nn Radiorama","gobierno estatal","ssp","extorsiones",2022-06-03 09:25:51
"69",2022-06-03 09:25:51,2022-06-03,"El incremento de carpetas de investigación por extorsión, se debe a que la ciudadanía ha perdido miedo; Sophia Huett.","https://drive.google.com/file/d/1fiGkNtNUaUCJ850NcEzh9EhNrtNHTADh/view?usp=sharing","Matutino",00:03:03,"Monserrat","Radio","Nn Radiorama","gobierno estatal"," secretariado ejecutivo de seguridad publica","extorsiones",2022-06-03 09:25:51
"70",2022-06-03 09:27:07,2022-06-03,"Regidores irapuatenses exhortan a legislar para que conducir en estado de ebriedad, sea un delito grave.","https://drive.google.com/file/d/1F3W1MuKLfqeKQ93db13p_nD8QL0-lfaK/view?usp=sharing","Matutino",00:02:49,"Monserrat","Radio","Nn Radiorama","gobierno estatal","ssp","carcel a conductores ebrios",2022-06-03 09:27:07
"71",2022-06-03 09:27:07,2022-06-03,"Regidores irapuatenses exhortan a legislar para que conducir en estado de ebriedad, sea un delito grave.","https://drive.google.com/file/d/1F3W1MuKLfqeKQ93db13p_nD8QL0-lfaK/view?usp=sharing","Matutino",00:02:49,"Monserrat","Radio","Nn Radiorama","gobierno estatal"," irapuato","carcel a conductores ebrios",2022-06-03 09:27:07
"72",2022-06-03 09:27:07,2022-06-03,"Regidores irapuatenses exhortan a legislar para que conducir en estado de ebriedad, sea un delito grave.","https://drive.google.com/file/d/1F3W1MuKLfqeKQ93db13p_nD8QL0-lfaK/view?usp=sharing","Matutino",00:02:49,"Monserrat","Radio","Nn Radiorama","gobierno estatal"," contraloria interna","carcel a conductores ebrios",2022-06-03 09:27:07
"73",2022-06-03 09:27:07,2022-06-03,"Regidores irapuatenses exhortan a legislar para que conducir en estado de ebriedad, sea un delito grave.","https://drive.google.com/file/d/1F3W1MuKLfqeKQ93db13p_nD8QL0-lfaK/view?usp=sharing","Matutino",00:02:49,"Monserrat","Radio","Nn Radiorama"," poder legislativo","ssp","carcel a conductores ebrios",2022-06-03 09:27:07
"74",2022-06-03 09:27:07,2022-06-03,"Regidores irapuatenses exhortan a legislar para que conducir en estado de ebriedad, sea un delito grave.","https://drive.google.com/file/d/1F3W1MuKLfqeKQ93db13p_nD8QL0-lfaK/view?usp=sharing","Matutino",00:02:49,"Monserrat","Radio","Nn Radiorama"," poder legislativo"," irapuato","carcel a conductores ebrios",2022-06-03 09:27:07
"75",2022-06-03 09:27:07,2022-06-03,"Regidores irapuatenses exhortan a legislar para que conducir en estado de ebriedad, sea un delito grave.","https://drive.google.com/file/d/1F3W1MuKLfqeKQ93db13p_nD8QL0-lfaK/view?usp=sharing","Matutino",00:02:49,"Monserrat","Radio","Nn Radiorama"," poder legislativo"," contraloria interna","carcel a conductores ebrios",2022-06-03 09:27:07
"76",2022-06-03 09:27:07,2022-06-03,"Regidores irapuatenses exhortan a legislar para que conducir en estado de ebriedad, sea un delito grave.","https://drive.google.com/file/d/1F3W1MuKLfqeKQ93db13p_nD8QL0-lfaK/view?usp=sharing","Matutino",00:02:49,"Monserrat","Radio","Nn Radiorama"," municipios","ssp","carcel a conductores ebrios",2022-06-03 09:27:07
